Order_NBR,LineNumber,StockCode,MaxOutTote,Splittable,IsSpecialPick,PickingType,Ordered_Qty,quantity,UnitWeightGrams,UnitVolumeCubicCm,PickingZone,Aisle_Location,Bay_Location,Ailse_Bay_Concat,TransitID,Truck,TrolleyID,TrayHeaderID,DeliveryStartDateTime_local
303178342,30,154340,FALSE,FALSE,FALSE,Normal,1.0,1.0,947.0,4236.05,Chilled,66,15,66_15,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238860371,1090051049,2026-04-28 07:00:00 UTC
302671401,7,888139,FALSE,FALSE,FALSE,Normal,2.0,2.0,2107.0,2790.17,Chilled,78,5,78_5,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238857489,1090051337,2026-04-28 08:00:00 UTC
302671378,41,768562,FALSE,FALSE,FALSE,Normal,2.0,2.0,500.0,1991.24,Freezer,15,69,15_69,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873997,1090050960,2026-04-28 07:00:00 UTC
303627587,5,205470,FALSE,FALSE,FALSE,Normal,1.0,1.0,510.0,2869.35,Ambient,10,30,10_30,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238674980,1089359927,2026-04-27 11:00:00 UTC
302671360,55,620646,FALSE,FALSE,FALSE,Normal,1.0,1.0,363.0,668.85,Ambient,9,71,9_71,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238861998,1090050931,2026-04-28 07:00:00 UTC
303619378,4,348916,FALSE,FALSE,FALSE,Normal,1.0,1.0,673.0,1693.44,Freezer,15,53,15_53,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238671860,1089359861,2026-04-27 11:00:00 UTC
302954376,32,120384,TRUE,FALSE,FALSE,Normal,1.0,1.0,2276.0,6124.8,Chilled,700,1,700_1,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238868270,1090051202,2026-04-28 07:00:00 UTC
302671335,4,6016711,FALSE,FALSE,FALSE,Normal,2.0,2.0,549.0,6090.0,Ambient,3,7,3_7,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862852,1090051555,2026-04-28 06:00:00 UTC
302671300,8,253798,FALSE,FALSE,FALSE,Normal,1.0,1.0,1057.0,1862.0,Chilled,2,18,2_18,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238854843,1090051022,2026-04-28 06:00:00 UTC
303271225,1,224737,FALSE,FALSE,FALSE,Normal,4.0,4.0,453.0,2273.6,Ambient,3,29,3_29,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238870098,1090051423,2026-04-28 06:00:00 UTC
302820785,29,135369,FALSE,FALSE,FALSE,Normal,1.0,1.0,1027.0,3081.42,Chilled,66,11,66_11,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238861179,1090051474,2026-04-28 05:00:00 UTC
302820785,27,144607,FALSE,FALSE,FALSE,Normal,1.0,1.0,314.0,860.51,Chilled,508,1,508_1,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238861179,1090051474,2026-04-28 05:00:00 UTC
302820785,34,619426,FALSE,FALSE,FALSE,Normal,2.0,2.0,279.0,910.0,Ambient,9,71,9_71,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238871527,1090051471,2026-04-28 05:00:00 UTC
302671310,17,340997,FALSE,FALSE,FALSE,Normal,5.0,5.0,186.0,3761.24,Ambient,8,33,8_33,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862194,1090051695,2026-04-28 07:00:00 UTC
302671391,7,742305,FALSE,FALSE,FALSE,Normal,1.0,1.0,1073.0,1581.18,Ambient,11,51,11_51,1052-AM-0600_b088289,1052-AM-0600_b088289,238868437,1090051294,2026-04-28 07:00:00 UTC
301598899,6,54883,FALSE,FALSE,FALSE,Normal,5.0,5.0,227.0,295.25,Ambient,10,49,10_49,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238863499,1090051264,2026-04-28 08:00:00 UTC
302671360,4,277728,FALSE,FALSE,FALSE,Normal,2.0,2.0,689.0,5134.42,Ambient,3,25,3_25,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238861998,1090050931,2026-04-28 07:00:00 UTC
302671354,18,75770,FALSE,FALSE,FALSE,Normal,1.0,1.0,127.0,4342.0,Ambient,13,48,13_48,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238861927,1090051551,2026-04-28 10:00:00 UTC
303366469,18,712398,FALSE,FALSE,FALSE,Normal,1.0,1.0,192.0,508.07,Ambient,11,54,11_54,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238866648,1090051329,2026-04-28 08:00:00 UTC
303269796,17,36019,FALSE,FALSE,FALSE,Normal,1.0,1.0,296.0,1670.97,Ambient,5,43,5_43,1052-AM-0730_b3f066b,1052-AM-0730_b3f066b,238873070,1090051571,2026-04-28 05:00:00 UTC
303832842,3,6016644,FALSE,FALSE,FALSE,Normal,1.0,1.0,458.0,4625.0,Ambient,3,9,3_9,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238860167,1090051731,2026-04-28 06:00:00 UTC
302954376,3,384250,FALSE,FALSE,FALSE,Normal,1.0,1.0,264.0,1716.78,Ambient,5,25,5_25,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873070,1090051201,2026-04-28 07:00:00 UTC
303763252,32,169792,FALSE,FALSE,FALSE,Normal,1.0,1.0,149.0,464.44,Chilled,508,1,508_1,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238858738,1090051589,2026-04-28 06:00:00 UTC
302954316,21,888137,FALSE,FALSE,FALSE,Normal,4.0,4.0,2113.0,3834.54,Chilled,78,6,78_6,1052-AM-0600_b088289,1052-AM-0600_b088289,238860366,1090051030,2026-04-28 07:00:00 UTC
302690657,53,381344,FALSE,FALSE,FALSE,Normal,0.2,1.0,1000.0,2858.333333333,Chilled,700,1,700_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238855936,1090051508,2026-04-28 05:00:00 UTC
302820844,28,577860,FALSE,FALSE,FALSE,Normal,1.0,1.0,536.0,1720.51,Chilled,1,10,1_10,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238868270,1090051448,2026-04-28 11:00:00 UTC
301598899,8,787154,FALSE,FALSE,FALSE,Normal,2.0,2.0,315.0,510.6,Ambient,119,8,119_8,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238863499,1090051264,2026-04-28 08:00:00 UTC
303627587,49,296606,FALSE,FALSE,FALSE,Normal,1.0,1.0,447.0,2230.67,Freezer,15,39,15_39,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238673657,1089359930,2026-04-27 11:00:00 UTC
302671321,18,310968,FALSE,FALSE,FALSE,Normal,2.0,2.0,1112.0,6388.2,Chilled,68,4,68_4,1052-AM-0540_92dd8ab,1052-AM-0540_92dd8ab,238857489,1090051228,2026-04-28 07:00:00 UTC
300685818,23,133211,FALSE,FALSE,FALSE,Normal,6.0,6.0,147.0,447.44,Ambient,68,8,68_8,1052-AM-0540_7189018,1052-AM-0540_7189018,238681485,1089359760,2026-04-27 11:00:00 UTC
303619378,3,42605,FALSE,FALSE,FALSE,Normal,2.0,1.0,11100.0,15254.69,Ambient,302,1,302_1,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238672902,1089359859,2026-04-27 11:00:00 UTC
302671351,21,218926,FALSE,FALSE,FALSE,Normal,2.0,2.0,487.0,618.79,Ambient,703,1,703_1,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238866873,1090051325,2026-04-28 07:00:00 UTC
302974262,13,112533,FALSE,FALSE,FALSE,Normal,3.0,3.0,2590.0,5427.76,Chilled,700,1,700_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238856249,1090051070,2026-04-28 06:00:00 UTC
302820844,11,221027,FALSE,FALSE,FALSE,Normal,1.0,1.0,162.0,368.55,Chilled,2,11,2_11,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238868270,1090051448,2026-04-28 11:00:00 UTC
302820783,10,230514,FALSE,FALSE,FALSE,Normal,2.0,2.0,553.0,600.0,Ambient,118,19,118_19,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862108,1090051512,2026-04-28 06:00:00 UTC
303627587,87,6025947,FALSE,FALSE,FALSE,Normal,1.0,1.0,440.0,1012.5,Chilled,54,10,54_10,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238669476,1089359925,2026-04-27 11:00:00 UTC
303627587,46,6006012,FALSE,FALSE,FALSE,Normal,1.0,1.0,500.0,2715.5,Freezer,15,67,15_67,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238673657,1089359930,2026-04-27 11:00:00 UTC
302671423,39,353754,FALSE,FALSE,FALSE,Normal,1.0,1.0,526.0,1000.0,Chilled,1,13,1_13,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238669476,1089359700,2026-04-27 09:00:00 UTC
303360427,3,251189,FALSE,FALSE,FALSE,Normal,2.0,2.0,537.0,1034.74,Ambient,10,20,10_20,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238858631,1090051307,2026-04-28 07:00:00 UTC
302642972,2,143443,FALSE,FALSE,FALSE,Normal,1.0,1.0,498.0,537.34,Ambient,8,29,8_29,1052-AM-0600_b088289,1052-AM-0600_b088289,238871527,1090051622,2026-04-28 08:00:00 UTC
302671310,24,236393,FALSE,FALSE,FALSE,Normal,6.0,6.0,898.0,1110.26,Ambient,703,1,703_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862624,1090051697,2026-04-28 07:00:00 UTC
302671391,30,147603,FALSE,FALSE,FALSE,Normal,1.0,1.0,167.0,2019.73,Chilled,66,18,66_18,1052-AM-0600_b088289,1052-AM-0600_b088289,238860533,1090051291,2026-04-28 07:00:00 UTC
302820783,36,144497,FALSE,FALSE,FALSE,Normal,2.0,2.0,221.0,511.76,Ambient,70,1,70_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862108,1090051512,2026-04-28 06:00:00 UTC
303627587,93,544763,FALSE,FALSE,FALSE,Normal,1.0,1.0,61.0,1352.18,Chilled,120,13,120_13,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238669476,1089359925,2026-04-27 11:00:00 UTC
303366469,7,888140,FALSE,FALSE,FALSE,Normal,3.0,3.0,3171.0,4375.8,Chilled,78,7,78_7,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238856818,1090051331,2026-04-28 08:00:00 UTC
303332888,3,18169,FALSE,FALSE,FALSE,Normal,1.0,1.0,1018.0,1637.6,Ambient,10,8,10_8,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238863207,1090051311,2026-04-28 08:00:00 UTC
303832842,12,888141,FALSE,FALSE,FALSE,Normal,1.0,1.0,3189.0,4633.2,Chilled,78,5,78_5,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238855936,1090051733,2026-04-28 06:00:00 UTC
303620053,9,497685,FALSE,FALSE,FALSE,Normal,1.0,1.0,141.0,633.45,Ambient,5,16,5_16,1052-AM-0540_7189018,1052-AM-0540_7189018,238682664,1089359886,2026-04-27 09:00:00 UTC
302820785,21,815127,FALSE,FALSE,FALSE,Normal,2.0,2.0,474.0,5627.12,Freezer,15,20,15_20,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238874157,1090051473,2026-04-28 05:00:00 UTC
302954388,9,147195,FALSE,FALSE,FALSE,Normal,1.0,1.0,1662.0,3237.61,Ambient,66,10,66_10,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862868,1090051125,2026-04-28 07:00:00 UTC
303627587,18,93420,FALSE,FALSE,FALSE,Normal,1.0,1.0,1076.0,1386.79,Ambient,10,31,10_31,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238674980,1089359927,2026-04-27 11:00:00 UTC
303293036,14,138801,FALSE,FALSE,FALSE,Normal,1.0,1.0,1003.0,3868.62,Chilled,300,1,300_1,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238856818,1090051105,2026-04-28 07:00:00 UTC
303648445,1,203384,FALSE,FALSE,FALSE,Normal,1.0,1.0,150.0,894.74,Ambient,6,2,6_2,1052-AM-0515_b8d747c,1052-AM-0515_b8d747c,238672683,1089359966,2026-04-27 09:00:00 UTC
296665972,8,777320,FALSE,FALSE,FALSE,Normal,1.0,1.0,156.0,337.96,Chilled,2,12,2_12,1052-AM-0600_b088289,1052-AM-0600_b088289,238860143,1090051486,2026-04-28 05:00:00 UTC
302671344,11,845671,FALSE,FALSE,FALSE,Normal,1.0,1.0,1166.0,4152.0,Ambient,69,5,69_5,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238860698,1090051000,2026-04-28 06:00:00 UTC
303832842,21,6036626,FALSE,FALSE,FALSE,Normal,1.0,1.0,600.0,1320.0,Freezer,15,36,15_36,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238859049,1090051734,2026-04-28 06:00:00 UTC
285170618,24,144607,FALSE,FALSE,FALSE,Normal,2.0,2.0,314.0,860.51,Chilled,508,1,508_1,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238868270,1090051668,2026-04-28 11:00:00 UTC
303763252,12,839672,FALSE,FALSE,FALSE,Normal,1.0,1.0,101.0,800.05,Ambient,6,2,6_2,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238866174,1090051585,2026-04-28 06:00:00 UTC
302671336,27,119259,FALSE,FALSE,FALSE,Normal,1.0,1.0,650.0,810.85,Chilled,1,13,1_13,1052-AM-0500_e9060b2,1052-AM-0500_e9060b2,238666028,1089359784,2026-04-27 06:00:00 UTC
302671310,41,133211,FALSE,FALSE,FALSE,Normal,20.0,20.0,147.0,447.44,Ambient,68,8,68_8,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238860167,1090051699,2026-04-28 07:00:00 UTC
302671310,20,70772,FALSE,FALSE,FALSE,Normal,6.0,6.0,267.0,1416.27,Ambient,5,45,5_45,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238856332,1090051693,2026-04-28 07:00:00 UTC
302820783,22,748595,FALSE,FALSE,FALSE,Normal,6.0,6.0,1076.0,1348.96,Ambient,705,1,705_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238863458,1090051511,2026-04-28 06:00:00 UTC
303627587,57,845671,FALSE,FALSE,FALSE,Normal,1.0,1.0,1166.0,4152.0,Ambient,69,5,69_5,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238676661,1089359928,2026-04-27 11:00:00 UTC
302671367,11,720060,FALSE,FALSE,FALSE,Normal,6.0,6.0,534.0,781.94,Ambient,9,61,9_61,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238868632,1090051433,2026-04-28 07:00:00 UTC
303421504,5,925716,FALSE,FALSE,FALSE,Normal,2.0,2.0,280.0,507.79,Ambient,119,9,119_9,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238684615,1089359583,2026-04-27 11:00:00 UTC
303324938,15,379902,FALSE,FALSE,FALSE,Normal,1.0,1.0,505.0,2584.62,Chilled,2,23,2_23,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238856350,1090051206,2026-04-28 07:00:00 UTC
302671374,24,137102,FALSE,FALSE,FALSE,Normal,2.0,2.0,285.0,3790.08,Ambient,69,1,69_1,1052-AM-0600_b088289,1052-AM-0600_b088289,238868425,1090051011,2026-04-28 06:00:00 UTC
302671351,26,59119,FALSE,FALSE,FALSE,Normal,1.0,1.0,17.0,132.86,Ambient,9,12,9_12,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238866174,1090051326,2026-04-28 07:00:00 UTC
302954316,17,688826,FALSE,FALSE,FALSE,Normal,1.0,1.0,543.0,1104.46,Chilled,2,26,2_26,1052-AM-0600_b088289,1052-AM-0600_b088289,238859928,1090051033,2026-04-28 07:00:00 UTC
302954316,35,105598,FALSE,FALSE,FALSE,Normal,1.0,1.0,351.0,873.65,Ambient,10,72,10_72,1052-AM-0600_b088289,1052-AM-0600_b088289,238868437,1090051037,2026-04-28 07:00:00 UTC
302671351,18,565831,FALSE,FALSE,FALSE,Normal,1.0,1.0,966.0,1168.2,Ambient,10,50,10_50,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238866030,1090051327,2026-04-28 07:00:00 UTC
302820785,4,721581,FALSE,FALSE,FALSE,Normal,2.0,2.0,270.0,842.99,Ambient,8,26,8_26,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238871527,1090051471,2026-04-28 05:00:00 UTC
302690657,55,40556,FALSE,FALSE,FALSE,Normal,0.25,1.0,1000.0,4745.302013423,Chilled,700,1,700_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238855936,1090051508,2026-04-28 05:00:00 UTC
302671310,65,346833,FALSE,FALSE,FALSE,Normal,14.0,14.0,519.0,2689.28,Ambient,9,55,9_55,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238858631,1090051694,2026-04-28 07:00:00 UTC
302820783,12,230519,FALSE,FALSE,FALSE,Normal,1.0,1.0,619.0,1166.18,Ambient,118,7,118_7,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238862108,1090051512,2026-04-28 06:00:00 UTC
303293036,16,134932,FALSE,FALSE,FALSE,Normal,1.0,1.0,981.0,2452.84,Chilled,700,1,700_1,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238857261,1090051103,2026-04-28 07:00:00 UTC
296665972,6,697802,FALSE,FALSE,FALSE,Normal,2.0,2.0,172.0,786.79,Ambient,6,2,6_2,1052-AM-0600_b088289,1052-AM-0600_b088289,238871530,1090051484,2026-04-28 05:00:00 UTC
302954376,4,71422,FALSE,FALSE,FALSE,Normal,1.0,1.0,158.0,1987.68,Ambient,5,41,5_41,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873070,1090051201,2026-04-28 07:00:00 UTC
285170618,5,902834,FALSE,FALSE,FALSE,Normal,1.0,1.0,221.0,501.6,Chilled,2,11,2_11,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238862721,1090051669,2026-04-28 11:00:00 UTC
302671395,4,8519,FALSE,FALSE,FALSE,Normal,5.0,5.0,124.0,324.0,Ambient,81,2,81_2,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873461,1090050941,2026-04-28 07:00:00 UTC
302670116,10,236393,FALSE,FALSE,FALSE,Normal,2.0,2.0,898.0,1110.26,Ambient,703,1,703_1,1052-AM-0540_92dd8ab,1052-AM-0540_92dd8ab,238867166,1090050982,2026-04-28 05:00:00 UTC
303780859,24,133211,FALSE,FALSE,FALSE,Normal,6.0,6.0,147.0,447.44,Ambient,68,8,68_8,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873362,1090051525,2026-04-28 06:00:00 UTC
302671401,11,155003,FALSE,FALSE,FALSE,Normal,4.0,4.0,154.0,323.61,Chilled,68,6,68_6,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238857489,1090051337,2026-04-28 08:00:00 UTC
302954388,6,169792,FALSE,FALSE,FALSE,Normal,2.0,2.0,149.0,464.44,Chilled,508,1,508_1,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238854586,1090051128,2026-04-28 07:00:00 UTC
302974262,5,200695,TRUE,FALSE,FALSE,Normal,1.0,1.0,1354.0,5160.22,Ambient,4,26,4_26,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238861998,1090051067,2026-04-28 06:00:00 UTC
301598884,35,748597,FALSE,FALSE,FALSE,Normal,1.0,1.0,1069.0,1226.88,Ambient,702,1,702_1,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238862624,1090051394,2026-04-28 07:00:00 UTC
302671321,20,120384,TRUE,FALSE,FALSE,Normal,1.0,1.0,2276.0,6124.8,Chilled,700,1,700_1,1052-AM-0540_92dd8ab,1052-AM-0540_92dd8ab,238857267,1090051227,2026-04-28 07:00:00 UTC
302671360,46,89466,FALSE,FALSE,FALSE,Normal,1.0,1.0,611.0,3062.5,Chilled,66,7,66_7,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238855153,1090050938,2026-04-28 07:00:00 UTC
302671360,9,824442,FALSE,FALSE,FALSE,Normal,3.0,3.0,271.0,1440.78,Ambient,5,6,5_6,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238861998,1090050931,2026-04-28 07:00:00 UTC
302671367,10,178886,FALSE,FALSE,FALSE,Normal,4.0,4.0,518.0,658.63,Ambient,10,39,10_39,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238870432,1090051431,2026-04-28 07:00:00 UTC
300685818,26,30847,FALSE,FALSE,FALSE,Normal,1.0,1.0,437.0,748.98,Ambient,11,24,11_24,1052-AM-0540_7189018,1052-AM-0540_7189018,238681502,1089359759,2026-04-27 11:00:00 UTC
300685818,9,744518,FALSE,FALSE,FALSE,Normal,1.0,1.0,577.0,1273.08,Ambient,10,50,10_50,1052-AM-0540_7189018,1052-AM-0540_7189018,238681502,1089359759,2026-04-27 11:00:00 UTC
302671354,14,283475,FALSE,FALSE,FALSE,Normal,3.0,3.0,2231.0,3341.84,Ambient,411,1,411_1,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238861927,1090051551,2026-04-28 10:00:00 UTC
303340553,7,94616,FALSE,FALSE,FALSE,Normal,3.0,3.0,18.0,387.5,Ambient,9,16,9_16,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873189,1090051232,2026-04-28 11:00:00 UTC
298405140,5,346607,FALSE,FALSE,FALSE,Normal,1.0,1.0,719.0,2912.64,Chilled,2,17,2_17,1052-AM-0515_acd3c36,1052-AM-0515_acd3c36,238855145,1090051545,2026-04-28 05:00:00 UTC
303325057,14,524336,FALSE,FALSE,FALSE,Normal,2.0,2.0,290.0,8398.76,Chilled,66,3,66_3,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238861440,1090051175,2026-04-28 08:00:00 UTC
302671351,33,452086,FALSE,FALSE,FALSE,Normal,1.0,1.0,207.0,346.8,Chilled,2,11,2_11,1052-AM-0545_9e2fecd,1052-AM-0545_9e2fecd,238856350,1090051321,2026-04-28 07:00:00 UTC
302671391,5,6036943,FALSE,FALSE,FALSE,Normal,4.0,4.0,201.0,1000.0,Ambient,10,16,10_16,1052-AM-0600_b088289,1052-AM-0600_b088289,238868437,1090051294,2026-04-28 07:00:00 UTC
302671391,8,331286,FALSE,FALSE,FALSE,Normal,6.0,6.0,116.0,1276.37,Ambient,5,35,5_35,1052-AM-0600_b088289,1052-AM-0600_b088289,238870432,1090051296,2026-04-28 07:00:00 UTC
302820844,10,255377,FALSE,FALSE,FALSE,Normal,1.0,1.0,265.0,545.66,Chilled,2,11,2_11,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238868270,1090051448,2026-04-28 11:00:00 UTC
303319370,13,212841,FALSE,FALSE,FALSE,Normal,1.0,1.0,1066.0,1193.87,Ambient,5,24,5_24,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238863499,1090051164,2026-04-28 08:00:00 UTC
302671360,33,696428,FALSE,FALSE,FALSE,Normal,1.0,1.0,2558.0,6528.64,Chilled,66,1,66_1,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238854586,1090050939,2026-04-28 07:00:00 UTC
302671423,11,232538,FALSE,FALSE,FALSE,Normal,1.0,1.0,428.0,1500.01,Ambient,6,6,6_6,1052-AM-0530_75e1fd7,1052-AM-0530_75e1fd7,238676433,1089359695,2026-04-27 09:00:00 UTC
303832842,11,730321,FALSE,FALSE,FALSE,Normal,1.0,1.0,208.0,233.4,Ambient,6,25,6_25,1052-AM-0530_370fa92,1052-AM-0530_370fa92,238856332,1090051730,2026-04-28 06:00:00 UTC
302671374,23,135369,FALSE,FALSE,FALSE,Normal,1.0,1.0,1027.0,3081.42,Chilled,66,11,66_11,1052-AM-0600_b088289,1052-AM-0600_b088289,238860297,1090051013,2026-04-28 06:00:00 UTC
303620053,20,481884,FALSE,FALSE,FALSE,Normal,1.0,1.0,2183.0,2871.96,Chilled,301,1,301_1,1052-AM-0540_7189018,1052-AM-0540_7189018,238681547,1089359889,2026-04-27 09:00:00 UTC
302820785,11,258746,FALSE,FALSE,FALSE,Normal,2.0,2.0,332.0,477.36,Chilled,403,1,403_1,1052-AM-0605_9b9d6aa,1052-AM-0605_9b9d6aa,238861179,1090051474,2026-04-28 05:00:00 UTC
303780859,34,577862,FALSE,FALSE,FALSE,Normal,1.0,1.0,1040.0,2993.45,Chilled,1,10,1_10,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238871912,1090051523,2026-04-28 06:00:00 UTC
303780859,1,205664,FALSE,FALSE,FALSE,Normal,1.0,1.0,63.0,103.49,Ambient,10,18,10_18,1052-AM-0620_fe4f5b9,1052-AM-0620_fe4f5b9,238873362,1090051525,2026-04-28 06:00:00 UTC
